Número da pesquisa,Título,Link da pesquisa,Data,Local,Instituto de pesquisa,contém_religião,método_detecção
1910,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1805,09/2004,FORTALEZA/CE,IBOPE,False,IA_timeout
1911,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1806,09/2004,FORTALEZA/CE,IBOPE,False,IA_timeout
1912,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1807,09/2004,FORTALEZA/CE,IBOPE,False,IA_timeout
1914,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1808,10/2004,FORTALEZA/CE,IBOPE,False,IA_timeout
1915,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1809,10/2004,FORTALEZA/CE,IBOPE,False,IA_timeout
1916,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1810,10/2004,FORTALEZA/CE,IBOPE,False,IA_timeout
1918,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1811,09/2004,IGUATU/CE,IBOPE,False,IA_timeout
1919,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1812,08/2004,JUAZEIRO DO NORTE/CE,IBOPE,False,IA_timeout
1920,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1813,09/2004,JUAZEIRO DO NORTE/CE,IBOPE,False,IA_timeout
1921,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1814,08/2004,LAVRAS DA MANGABEIRA/CE,IBOPE,False,IA_timeout
1922,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1815,09/2004,LAVRAS DA MANGABEIRA/CE,IBOPE,False,IA_timeout
1923,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1816,08/2004,LIMOEIRO DO NORTE/CE,IBOPE,False,IA_timeout
1924,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1817,09/2004,LIMOEIRO DO NORTE/CE,IBOPE,False,IA_timeout
1925,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1818,09/2004,MASSAPÊ/CE,IBOPE,False,IA_timeout
1926,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1819,08/2004,QUIXADÁ/CE,IBOPE,False,IA_timeout
1927,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1820,09/2004,QUIXADÁ/CE,IBOPE,False,IA_timeout
1928,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1821,09/2004,QUIXERAMOBIM/CE,IBOPE,False,IA_timeout
1929,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1822,08/2004,SOBRAL/CE,IBOPE,False,IA_timeout
1930,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1823,08/2004,TAUÁ/CE,IBOPE,False,IA_timeout
1931,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1824,09/2004,VILA VELHA/ES,IBOPE,False,IA_timeout
1932,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1825,09/2004,VILA VELHA/ES,IBOPE,False,IA_timeout
1933,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1826,09/2004,VILA VELHA/ES,IBOPE,False,IA_timeout
1934,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1827,08/2004,VITÓRIA/ES,IBOPE,False,IA_timeout
1935,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1828,09/2004,VITÓRIA/ES,IBOPE,False,IA_timeout
1936,PROJETO GLOBO - 3ª RODADA,https://www.cesop.unicamp.br/por/banco_de_dados/v/2194,09/2004,PRAIA GRANDE/SP,IBOPE,False,IA_timeout
1937,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1829,10/2004,VITÓRIA/ES,IBOPE,False,IA_timeout
1939,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1830,08/2004,GOIÂNIA/GO,IBOPE,False,IA_timeout
1940,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1831,09/2004,GOIÂNIA/GO,IBOPE,False,IA_timeout
1941,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1832,09/2004,GOIÂNIA/GO,IBOPE,False,IA_timeout
1942,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1833,10/2004,GOIÂNIA/GO,IBOPE,False,IA_timeout
1945,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1834,08/2004,IMPERATRIZ/MA,IBOPE,False,IA_timeout
1946,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1835,09/2004,IMPERATRIZ/MA,IBOPE,False,IA_timeout
1947,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1836,09/2004,IMPERATRIZ/MA,IBOPE,False,IA_timeout
1948,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1837,08/2004,SÃO LUÍS/MA,IBOPE,False,IA_timeout
1949,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1838,09/2004,SÃO LUÍS/MA,IBOPE,False,IA_timeout
1950,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1839,09/2004,SÃO LUÍS/MA,IBOPE,False,IA_timeout
1951,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1840,09/2004,SÃO LUÍS/MA,IBOPE,False,IA_timeout
1952,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1841,08/2004,CÁCERES/MT,IBOPE,False,IA_timeout
1953,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1842,09/2004,CÁCERES/MT,IBOPE,False,IA_timeout
1954,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1843,08/2004,CUIABÁ/MT,IBOPE,False,IA_timeout
1955,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1844,08/2004,CUIABÁ/MT,IBOPE,False,IA_timeout
1956,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1845,09/2004,CUIABÁ/MT,IBOPE,False,IA_timeout
1957,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1846,09/2004,PRIMAVERA DO LESTE/MT,IBOPE,False,IA_timeout
1958,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1847,07/2004,RONDONÓPOLIS/MT,IBOPE,False,IA_timeout
1959,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1848,08/2004,RONDONÓPOLIS/MT,IBOPE,False,IA_timeout
1960,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1849,09/2004,SINOP/MT,IBOPE,False,IA_timeout
1961,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1850,08/2004,VÁRZEA GRANDE/MT,IBOPE,False,IA_timeout
1962,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1851,08/2004,VÁRZEA GRANDE/MT,IBOPE,False,IA_timeout
1963,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1852,09/2004,VÁRZEA GRANDE/MT,IBOPE,False,IA_timeout
1964,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1853,08/2004,SIDROLÂNDIA/MS,IBOPE,False,IA_timeout
1965,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1854,07/2004,BELO HORIZONTE/MG,IBOPE,False,IA_timeout
1966,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1855,08/2004,BELO HORIZONTE/MG,IBOPE,False,IA_timeout
1967,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1856,08/2004,BELO HORIZONTE/MG,IBOPE,False,IA_timeout
1968,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1857,09/2004,BELO HORIZONTE/MG,IBOPE,False,IA_timeout
1969,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1858,09/2004,BELO HORIZONTE/MG,IBOPE,False,IA_timeout
1970,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1859,09/2004,BELO HORIZONTE/MG,IBOPE,False,IA_timeout
1971,PERFIL DOS DELEGADOS/AS E ENTIDADES DA UGT,https://www.cesop.unicamp.br/por/banco_de_dados/v/3707,08/2009,PRAIA GRANDE/SP,CESOP-CEMARX-UFU,False,IA_timeout
1972,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1860,07/2004,BETIM/MG,IBOPE,False,IA_timeout
1973,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1861,08/2004,GOVERNADOR VALADARES/MG,IBOPE,False,IA_timeout
1974,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1862,09/2004,GOVERNADOR VALADARES/MG,IBOPE,False,IA_timeout
1975,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1863,09/2004,GOVERNADOR VALADARES/MG,IBOPE,False,IA_timeout
1976,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1864,09/2004,IPATINGA/MG,IBOPE,False,IA_timeout
1977,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1865,07/2004,JUIZ DE FORA/MG,IBOPE,False,IA_timeout
1978,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1866,08/2004,JUIZ DE FORA/MG,IBOPE,False,IA_timeout
1979,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1867,09/2004,JUIZ DE FORA/MG,IBOPE,False,IA_timeout
1980,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1868,10/2004,JUIZ DE FORA/MG,IBOPE,False,IA_timeout
1981,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1869,10/2004,JUIZ DE FORA/MG,IBOPE,False,IA_timeout
1982,MULHERES NA POLÍTICA,https://www.cesop.unicamp.br/por/banco_de_dados/v/2531,02/2009,BRASIL,IBOPE,False,IA_timeout
1983,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1870,08/2004,MONTES CLAROS/MG,IBOPE,False,IA_timeout
1984,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1871,08/2004,MONTES CLAROS/MG,IBOPE,False,IA_timeout
1985,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1872,09/2002,MONTES CLAROS/MG,IBOPE,False,IA_timeout
1986,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1873,10/2004,MONTES CLAROS/MG,IBOPE,False,IA_timeout
1988,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1874,08/2004,POÇOS DE CALDAS/MG,IBOPE,False,IA_timeout
1989,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1875,09/2004,POÇOS DE CALDAS/MG,IBOPE,False,IA_timeout
1990,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1876,09/2004,POÇOS DE CALDAS/MG,IBOPE,False,IA_timeout
1991,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1877,08/2004,UBERLÂNDIA/MG,IBOPE,False,IA_timeout
1992,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1878,09/2004,UBERLÂNDIA/MG,IBOPE,False,IA_timeout
1993,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1879,09/2004,UBERLÂNDIA/MG,IBOPE,False,IA_timeout
1994,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1880,10/2004,UBERLÂNDIA/MG,IBOPE,False,IA_timeout
1995,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1881,10/2004,UBERLÂNDIA/MG,IBOPE,False,IA_timeout
1996,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1882,07/2004,UNAI/MG,IBOPE,True,regex
1997,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1883,09/2004,UNAI/MG,IBOPE,True,regex
1998,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1884,08/2004,VARGINHA/MG,IBOPE,False,IA_timeout
1999,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1885,09/2004,VARGINHA/MG,IBOPE,False,IA_timeout
2000,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1886,09/2004,VARGINHA/MG,IBOPE,False,IA_timeout
2001,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1887,09/2004,ALTAMIRA/PA,IBOPE,False,IA_timeout
2002,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1888,08/2004,ANANINDEUA/PA,IBOPE,False,IA_timeout
2003,INTENÇÃO DE VOTO PARA PERFEITO DE ANANINDEUA / AVALIAÇÃO GOVERNO ESTADUAL / AVALIAÇÃO GOVERNO FEDERAL,https://www.cesop.unicamp.br/por/banco_de_dados/v/1889,09/2004,ANANINDEUA/PA,IBOPE,False,IA_timeout
2004,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1890,09/2004,ANANINDEUA/PA,IBOPE,False,IA_timeout
2005,PROJETO GLOBO – 1ª RODADA,https://www.cesop.unicamp.br/por/banco_de_dados/v/1891,08/2004,BELÉM/PA,IBOPE,False,IA_timeout
2006,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1892,08/2004,BELÉM/PA,IBOPE,False,IA_timeout
2007,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1893,09/2004,BELÉM/PA,IBOPE,False,IA_timeout
2008,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1894,09/2004,BELÉM/PA,IBOPE,False,IA_timeout
2009,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1895,10/2004,BELÉM/PA,IBOPE,False,IA_timeout
2010,ELEIÇÕES PRESIDENCIAIS DE 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/2187,11/1989,CAXIAS DO SUL/RS,"IDESP-INSTITUTO DE ESTUDOS ECONÔMICOS, SOCIAIS E POLÍTICOS DE SÃO PAULO",False,IA_timeout
2011,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1896,09/2004,CASTANHAL/PA,IBOPE,False,IA_timeout
2012,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1897,08/2004,SANTARÉM/PA,IBOPE,False,IA_timeout
2013,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1898,09/2004,SANTARÉM/PA,IBOPE,False,IA_timeout
2014,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1899,08/2004,TUCURUI/PA,IBOPE,False,IA_timeout
2015,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1900,08/2004,TUCURUI/PA,IBOPE,False,IA_timeout
2016,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1901,09/2004,CAMPINA GRANDE/PB,IBOPE,False,IA_timeout
2017,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1902,09/2004,CAMPINA GRANDE/PB,IBOPE,False,IA_timeout
2018,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1903,09/2004,CAMPINA GRANDE/PB,IBOPE,False,IA_timeout
2019,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1904,10/2004,CAMPINA GRANDE/PB,IBOPE,False,IA_timeout
2020,ELEIÇÕES PRESIDENCIAIS DE 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/2178,11/1989,PRESIDENTE PRUDENTE/SP,"IDESP-INSTITUTO DE ESTUDOS ECONÔMICOS, SOCIAIS E POLÍTICOS DE SÃO PAULO",False,IA_timeout
2021,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1905,09/2004,JOÃO PESSOA/PB,IBOPE,False,IA_timeout
2022,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1906,09/2004,JOÃO PESSOA/PB,IBOPE,False,IA_timeout
2023,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1907,09/2004,JOÃO PESSOA/PB,IBOPE,False,IA_timeout
2024,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1908,08/2004,CAMPO MOURÃO/PR,IBOPE,False,IA_timeout
2025,ELEIÇÕES PRESIDENCIAIS DE 1989,https://www.cesop.unicamp.br/por/banco_de_dados/v/2171,11/1989,JUIZ DE FORA/MG,"IDESP-INSTITUTO DE ESTUDOS ECONÔMICOS, SOCIAIS E POLÍTICOS DE SÃO PAULO",False,IA_timeout
2026,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1909,08/2004,CASCAVEL/PR,IBOPE,False,IA_timeout
2027,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1910,09/2004,CASCAVEL/PR,IBOPE,False,IA_timeout
2028,PESQUISA DE OPINIÃO PÚBLICA SOBRE ASSUNTOS POLÍTICOS E ADMINISTRATIVOS,https://www.cesop.unicamp.br/por/banco_de_dados/v/1911,09/2004,CASCAVEL/PR,IBOPE,False,IA_timeout
